year,type,public_body_name,program_name,activity_name,sub_program_name,project_name,text,treasury,retained,assistance,loan,total
2013,recurrent,St. Paul Hospital Millennium Medical College,Medical Service,Providing Mothers' Maternity and Medical Service,Human Resource Development and Management,Dembi Dolo Airport Construction,St. Paul Hospital Millennium Medical College Medical Service Providing Mothers' Maternity and Medical Service Human Resource Development and Management Dembi Dolo Airport Construction,106510140,0,,,106510140
2013,recurrent,St. Paul Hospital Millennium Medical College,Medical Service,Providing Medical Service to the Community,Human Resource Development and Management,Dembi Dolo Airport Construction,St. Paul Hospital Millennium Medical College Medical Service Providing Medical Service to the Community Human Resource Development and Management Dembi Dolo Airport Construction,73115810,0,,,73115810
2013,recurrent,St. Paul Hospital Millennium Medical College,Medical Service,Providing Emergency and Burning Medical Service   ,Human Resource Development and Management,Dembi Dolo Airport Construction,St. Paul Hospital Millennium Medical College Medical Service Providing Emergency and Burning Medical Service    Human Resource Development and Management Dembi Dolo Airport Construction,153449250,0,,,153449250
2013,recurrent,St. Paul Hospital Millennium Medical College,Acadamic and Research,Providing Teaching Learning Service ,Human Resource Development and Management,Dembi Dolo Airport Construction,St. Paul Hospital Millennium Medical College Acadamic and Research Providing Teaching Learning Service  Human Resource Development and Management Dembi Dolo Airport Construction,139375000,0,,,139375000
2013,recurrent,St. Paul Hospital Millennium Medical College,Acadamic and Research,Providing Student Service ,Human Resource Development and Management,Dembi Dolo Airport Construction,St. Paul Hospital Millennium Medical College Acadamic and Research Providing Student Service  Human Resource Development and Management Dembi Dolo Airport Construction,24420600,0,,,24420600
2013,recurrent,St. Paul Hospital Millennium Medical College,Acadamic and Research,Conducting Research and Development,Human Resource Development and Management,Dembi Dolo Airport Construction,St. Paul Hospital Millennium Medical College Acadamic and Research Conducting Research and Development Human Resource Development and Management Dembi Dolo Airport Construction,28950000,0,,,28950000
2013,recurrent,National Blood Bank Service,Management and Administration,Providing Support and Service,Human Resource Development and Management,Dembi Dolo Airport Construction,National Blood Bank Service Management and Administration Providing Support and Service Human Resource Development and Management Dembi Dolo Airport Construction,43738160,0,,,43738160
2013,recurrent,National Blood Bank Service,Quality Control and Safety Service,Ensuring Blood Quality and Safety Control Service,Human Resource Development and Management,Dembi Dolo Airport Construction,National Blood Bank Service Quality Control and Safety Service Ensuring Blood Quality and Safety Control Service Human Resource Development and Management Dembi Dolo Airport Construction,2635880,0,,,2635880
2013,recurrent,National Blood Bank Service,Blood Donors Service,Increasing Blood Donors and Collecting Bood,Human Resource Development and Management,Dembi Dolo Airport Construction,National Blood Bank Service Blood Donors Service Increasing Blood Donors and Collecting Bood Human Resource Development and Management Dembi Dolo Airport Construction,27038430,0,,,27038430
2013,recurrent,National Blood Bank Service,Laboratory and Medical Service,Distinguishing Blood Type and Performing Safety Examination,Human Resource Development and Management,Dembi Dolo Airport Construction,National Blood Bank Service Laboratory and Medical Service Distinguishing Blood Type and Performing Safety Examination Human Resource Development and Management Dembi Dolo Airport Construction,26337470,0,,,26337470
2013,recurrent,Saint Peter Specialized Hospital,Management and Administration,Providing Support and Service,Human Resource Development and Management,Dembi Dolo Airport Construction,Saint Peter Specialized Hospital Management and Administration Providing Support and Service Human Resource Development and Management Dembi Dolo Airport Construction,69450000,0,,,69450000
2013,recurrent,Saint Peter Specialized Hospital,Medical Services,Providing TB Medical Service,Human Resource Development and Management,Dembi Dolo Airport Construction,Saint Peter Specialized Hospital Medical Services Providing TB Medical Service Human Resource Development and Management Dembi Dolo Airport Construction,105780000,0,,,105780000
2013,recurrent,Saint Peter Specialized Hospital,Medical Services,Providing General Medical Service,Human Resource Development and Management,Dembi Dolo Airport Construction,Saint Peter Specialized Hospital Medical Services Providing General Medical Service Human Resource Development and Management Dembi Dolo Airport Construction,70520000,0,,,70520000
2013,recurrent,"All Africa Leprosy, Tuberculosis and Rehabilitation Training Center",Management and Administration,Providing Support and Service,Human Resource Development and Management,Dembi Dolo Airport Construction,"All Africa Leprosy, Tuberculosis and Rehabilitation Training Center Management and Administration Providing Support and Service Human Resource Development and Management Dembi Dolo Airport Construction",65733980,649000,,,66382980
2013,recurrent,"All Africa Leprosy, Tuberculosis and Rehabilitation Training Center",Medical Service,Conducting Research and Providing Trainaing,Human Resource Development and Management,Dembi Dolo Airport Construction,"All Africa Leprosy, Tuberculosis and Rehabilitation Training Center Medical Service Conducting Research and Providing Trainaing Human Resource Development and Management Dembi Dolo Airport Construction",19392000,0,,,19392000
2013,recurrent,"All Africa Leprosy, Tuberculosis and Rehabilitation Training Center",Medical Service,Providing General Medical Service,Human Resource Development and Management,Dembi Dolo Airport Construction,"All Africa Leprosy, Tuberculosis and Rehabilitation Training Center Medical Service Providing General Medical Service Human Resource Development and Management Dembi Dolo Airport Construction",300760690,15538500,,,316299190
2013,recurrent,Amanuel Mental Specialized Hospital,Management and Administration,Providing Support and Service,Human Resource Development and Management,Dembi Dolo Airport Construction,Amanuel Mental Specialized Hospital Management and Administration Providing Support and Service Human Resource Development and Management Dembi Dolo Airport Construction,45166000,0,,,45166000
2013,recurrent,Amanuel Mental Specialized Hospital,Medical Service,Providing Mental Rehabilitation Service,Human Resource Development and Management,Dembi Dolo Airport Construction,Amanuel Mental Specialized Hospital Medical Service Providing Mental Rehabilitation Service Human Resource Development and Management Dembi Dolo Airport Construction,99666000,0,,,99666000
2013,recurrent,Amanuel Mental Specialized Hospital,Medical Service,Conducting Research,Human Resource Development and Management,Dembi Dolo Airport Construction,Amanuel Mental Specialized Hospital Medical Service Conducting Research Human Resource Development and Management Dembi Dolo Airport Construction,5700000,0,,,5700000
2013,recurrent,Eka Kotebe Mental and General Hospital,Management and Administration,Providing Support and Service,Human Resource Development and Management,Dembi Dolo Airport Construction,Eka Kotebe Mental and General Hospital Management and Administration Providing Support and Service Human Resource Development and Management Dembi Dolo Airport Construction,49091000,0,,,49091000
